County,Town (Standard Name),Town (Results Name),Ward,Precinct,CD,Biden,Trump,Total
Plymouth (pt.),Abington,Abington,-,1,8,"1,037",764,"1,836"
Plymouth (pt.),Abington,Abington,-,2,8,960,838,"1,837"
Plymouth (pt.),Abington,Abington,-,3,8,954,848,"1,841"
Plymouth (pt.),Abington,Abington,-,4,8,"1,117",904,"2,056"
Plymouth (pt.),Abington,Abington,-,5,8,"1,141",882,"2,066"
Middlesex (pt.),Acton,Acton,-,1,3,"1,761",447,"2,243"
Middlesex (pt.),Acton,Acton,-,2,3,"1,912",441,"2,396"
Middlesex (pt.),Acton,Acton,-,3,3,"1,834",388,"2,271"
Middlesex (pt.),Acton,Acton,-,4,3,"2,051",416,"2,516"
Middlesex (pt.),Acton,Acton,-,5,3,"1,897",396,"2,352"
Middlesex (pt.),Acton,Acton,-,6,3,"1,650",383,"2,065"
Bristol (pt.),Acushnet,Acushnet,-,1,9,815,924,"1,774"
Bristol (pt.),Acushnet,Acushnet,-,2,9,932,"1,176","2,144"
Bristol (pt.),Acushnet,Acushnet,-,3,9,917,"1,190","2,139"
Berkshire,Adams,Adams,-,1,1,527,253,802
Berkshire,Adams,Adams,-,2,1,574,291,888
Berkshire,Adams,Adams,-,3,1,601,324,949
Berkshire,Adams,Adams,-,4,1,512,269,800
Berkshire,Adams,Adams,-,5,1,680,291,995
Hampden (pt.),Agawam,Agawam,-,1,1,825,922,"1,771"
Hampden (pt.),Agawam,Agawam,-,2,1,"1,036","1,121","2,191"
Hampden (pt.),Agawam,Agawam,-,3,1,"1,022","1,041","2,098"
Hampden (pt.),Agawam,Agawam,-,4,1,848,836,"1,715"
Hampden (pt.),Agawam,Agawam,-,5,1,"1,131","1,074","2,240"
Hampden (pt.),Agawam,Agawam,-,6,1,930,954,"1,921"
Hampden (pt.),Agawam,Agawam,-,7,1,910,"1,074","2,022"
Hampden (pt.),Agawam,Agawam,-,8,1,"1,092","1,051","2,169"
Berkshire,Alford,Alford,-,1,1,271,50,323
Essex (pt.),Amesbury,Amesbury,-,1,6,"1,209",646,"1,887"
Essex (pt.),Amesbury,Amesbury,-,2,6,"1,165",502,"1,708"
Essex (pt.),Amesbury,Amesbury,-,3,6,"1,189",510,"1,746"
Essex (pt.),Amesbury,Amesbury,-,4,6,977,487,"1,493"
Essex (pt.),Amesbury,Amesbury,-,5,6,"1,167",732,"1,953"
Essex (pt.),Amesbury,Amesbury,-,6,6,"1,079",449,"1,553"
Hampshire (pt.),Amherst,Amherst,-,1,2,944,62,"1,031"
Hampshire (pt.),Amherst,Amherst,-,2,2,"1,267",121,"1,412"
Hampshire (pt.),Amherst,Amherst,-,3,2,476,46,531
Hampshire (pt.),Amherst,Amherst,-,4,2,449,29,482
Hampshire (pt.),Amherst,Amherst,-,5,2,"1,019",98,"1,141"
Hampshire (pt.),Amherst,Amherst,-,6,2,"1,580",133,"1,745"
Hampshire (pt.),Amherst,Amherst,-,7,2,"1,547",150,"1,727"
Hampshire (pt.),Amherst,Amherst,-,8,2,"1,765",127,"1,923"
Hampshire (pt.),Amherst,Amherst,-,9,2,"1,143",75,"1,246"
Hampshire (pt.),Amherst,Amherst,-,10,2,528,32,571
Essex (pt.),Andover (pt.),Andover,-,1,6,"1,362",477,"1,873"
Essex (pt.),Andover (pt.),Andover,-,2,3,"1,717",843,"2,603"
Essex (pt.),Andover (pt.),Andover,-,3,3,"1,658",663,"2,369"
Essex (pt.),Andover (pt.),Andover,-,4,3,"1,583",812,"2,440"
Essex (pt.),Andover (pt.),Andover,-,5,3,"1,756",927,"2,727"
Essex (pt.),Andover (pt.),Andover,-,6,3,"1,628",813,"2,486"
Essex (pt.),Andover (pt.),Andover,-,7,3,"1,253",594,"1,882"
Essex (pt.),Andover (pt.),Andover,-,8,6,"1,602",678,"2,319"
Essex (pt.),Andover (pt.),Andover,-,9,3,"1,592",732,"2,365"
Essex (pt.),Andover (pt.),Andover,-,7A,6,352,154,528
Dukes,Aquinnah,Aquinnah,-,1,9,311,34,354
Middlesex (pt.),Arlington,Arlington,-,1,5,885,154,"1,054"
Middlesex (pt.),Arlington,Arlington,-,2,5,"1,196",216,"1,429"
Middlesex (pt.),Arlington,Arlington,-,3,5,"1,223",137,"1,381"
Middlesex (pt.),Arlington,Arlington,-,4,5,"1,112",169,"1,298"
Middlesex (pt.),Arlington,Arlington,-,5,5,"1,095",207,"1,320"
Middlesex (pt.),Arlington,Arlington,-,6,5,"1,084",173,"1,278"
Middlesex (pt.),Arlington,Arlington,-,7,5,"1,080",168,"1,270"
Middlesex (pt.),Arlington,Arlington,-,8,5,"1,281",173,"1,469"
Middlesex (pt.),Arlington,Arlington,-,9,5,"1,025",219,"1,258"
Middlesex (pt.),Arlington,Arlington,-,10,5,"1,246",179,"1,442"
Middlesex (pt.),Arlington,Arlington,-,11,5,"1,187",255,"1,455"
Middlesex (pt.),Arlington,Arlington,-,12,5,"1,300",223,"1,542"
Middlesex (pt.),Arlington,Arlington,-,13,5,992,368,"1,383"
Middlesex (pt.),Arlington,Arlington,-,14,5,"1,116",189,"1,324"
Middlesex (pt.),Arlington,Arlington,-,15,5,"1,192",274,"1,482"
Middlesex (pt.),Arlington,Arlington,-,16,5,"1,083",203,"1,304"
Middlesex (pt.),Arlington,Arlington,-,17,5,"1,059",182,"1,257"
Middlesex (pt.),Arlington,Arlington,-,18,5,"1,120",307,"1,450"
Middlesex (pt.),Arlington,Arlington,-,19,5,"1,145",233,"1,397"
Middlesex (pt.),Arlington,Arlington,-,20,5,"1,100",196,"1,313"
Middlesex (pt.),Arlington,Arlington,-,21,5,"1,150",156,"1,327"
Worcester (pt.),Ashburnham,Ashburnham,-,1,3,"2,030","1,667","3,805"
Middlesex (pt.),Ashby,Ashby,-,1,3,956,"1,008","2,021"
Franklin (pt.),Ashfield,Ashfield,-,1,1,993,180,"1,215"
Middlesex (pt.),Ashland,Ashland,-,1,5,"1,371",566,"1,979"
Middlesex (pt.),Ashland,Ashland,-,2,5,"1,528",594,"2,163"
Middlesex (pt.),Ashland,Ashland,-,3,5,"1,373",593,"1,999"
Middlesex (pt.),Ashland,Ashland,-,4,5,"1,368",576,"1,976"
Middlesex (pt.),Ashland,Ashland,-,5,5,"1,668",607,"2,327"
Worcester (pt.),Athol,Athol,-,1,2,952,906,"1,912"
Worcester (pt.),Athol,Athol,-,2,2,811,895,"1,783"
Worcester (pt.),Athol,Athol,-,3,2,942,778,"1,774"
Bristol (pt.),Attleboro,Attleboro,1,A,4,"1,006",800,"1,849"
Bristol (pt.),Attleboro,Attleboro,1,B,4,"1,071",806,"1,910"
Bristol (pt.),Attleboro,Attleboro,2,A,4,"1,157",813,"2,019"
Bristol (pt.),Attleboro,Attleboro,2,B,4,"1,268",942,"2,271"
Bristol (pt.),Attleboro,Attleboro,3,A,4,"1,276",753,"2,067"
Bristol (pt.),Attleboro,Attleboro,3,B,4,"1,242",758,"2,040"
Bristol (pt.),Attleboro,Attleboro,4,A,4,"1,038",530,"1,604"
Bristol (pt.),Attleboro,Attleboro,4,B,4,"1,452","1,113","2,603"
Bristol (pt.),Attleboro,Attleboro,5,A,4,801,382,"1,222"
Bristol (pt.),Attleboro,Attleboro,5,B,4,"1,144",749,"1,934"
Bristol (pt.),Attleboro,Attleboro,6,A,4,"1,036",795,"1,884"
Bristol (pt.),Attleboro,Attleboro,6,B,4,"1,170",831,"2,052"
Worcester (pt.),Auburn,Auburn,-,1,2,"1,172",916,"2,146"
Worcester (pt.),Auburn,Auburn,-,2,2,"1,160",910,"2,111"
Worcester (pt.),Auburn,Auburn,-,3,2,"1,171",910,"2,120"
Worcester (pt.),Auburn,Auburn,-,4,2,"1,101",720,"1,873"
Worcester (pt.),Auburn,Auburn,-,5,2,"1,016",850,"1,915"
Norfolk (pt.),Avon,Avon,-,1,8,"1,601","1,030","2,688"
Middlesex (pt.),Ayer,Ayer,-,1,3,"1,387",718,"2,161"
Middlesex (pt.),Ayer,Ayer,-,2,3,"1,545",819,"2,445"
Barnstable,Barnstable,Barnstable,-,1,9,"1,693","1,025","2,764"
Barnstable,Barnstable,Barnstable,-,2,9,"1,338","1,000","2,383"
Barnstable,Barnstable,Barnstable,-,3,9,"1,111",670,"1,810"
Barnstable,Barnstable,Barnstable,-,4,9,"1,300",814,"2,151"
Barnstable,Barnstable,Barnstable,-,5,9,"1,356","1,117","2,494"
Barnstable,Barnstable,Barnstable,-,6,9,"1,318","1,040","2,385"
Barnstable,Barnstable,Barnstable,-,7,9,"1,595","1,003","2,652"
Barnstable,Barnstable,Barnstable,-,8,9,"1,027",605,"1,665"
Barnstable,Barnstable,Barnstable,-,9,9,733,384,"1,142"
Barnstable,Barnstable,Barnstable,-,10,9,"1,197",985,"2,230"
Barnstable,Barnstable,Barnstable,-,11,9,"1,387","1,124","2,555"
Barnstable,Barnstable,Barnstable,-,12,9,"1,402","1,082","2,530"
Barnstable,Barnstable,Barnstable,-,13,9,"1,034",587,"1,641"
Worcester (pt.),Barre,Barre,-,1,2,853,723,"1,624"
Worcester (pt.),Barre,Barre,-,2,2,682,800,"1,521"
Berkshire,Becket,Becket,-,1,1,757,413,"1,193"
Middlesex (pt.),Bedford,Bedford,-,1,6,"1,782",535,"2,361"
Middlesex (pt.),Bedford,Bedford,-,2,6,"1,457",649,"2,152"
Middlesex (pt.),Bedford,Bedford,-,3,6,"1,717",501,"2,258"
Middlesex (pt.),Bedford,Bedford,-,4,6,"1,496",495,"2,031"
Hampshire (pt.),Belchertown,Belchertown,-,A,2,"1,519",771,"2,344"
Hampshire (pt.),Belchertown,Belchertown,-,B,2,"1,351",996,"2,405"
Hampshire (pt.),Belchertown,Belchertown,-,C,2,"1,405","1,028","2,489"
Hampshire (pt.),Belchertown,Belchertown,-,D,2,"1,618",686,"2,351"
Norfolk (pt.),Bellingham (pt.),Bellingham,-,1,4,"1,039",800,"1,881"
Norfolk (pt.),Bellingham (pt.),Bellingham,-,2,4,"1,118",967,"2,133"
Norfolk (pt.),Bellingham (pt.),Bellingham,-,3,4,"1,213",898,"2,158"
Norfolk (pt.),Bellingham (pt.),Bellingham,-,4,4,795,737,"1,566"
Norfolk (pt.),Bellingham (pt.),Bellingham,-,5,2,900,868,"1,819"
Norfolk (pt.),Bellingham (pt.),Bellingham,-,4A,2,146,132,285
Middlesex (pt.),Belmont,Belmont,-,1,5,"1,552",332,"1,929"
Middlesex (pt.),Belmont,Belmont,-,2,5,"1,583",447,"2,071"
Middlesex (pt.),Belmont,Belmont,-,3,5,"1,436",366,"1,837"
Middlesex (pt.),Belmont,Belmont,-,4,5,"1,266",330,"1,636"
Middlesex (pt.),Belmont,Belmont,-,5,5,"1,444",349,"1,824"
Middlesex (pt.),Belmont,Belmont,-,6,5,"1,540",314,"1,888"
Middlesex (pt.),Belmont,Belmont,-,7,5,"1,588",316,"1,937"
Middlesex (pt.),Belmont,Belmont,-,8,5,"1,590",502,"2,127"
Bristol (pt.),Berkley,Berkley,-,1,4,977,"1,178","2,208"
Bristol (pt.),Berkley,Berkley,-,2,4,787,"1,073","1,889"
Worcester (pt.),Berlin,Berlin,-,1,3,"1,375",816,"2,257"
Franklin (pt.),Bernardston,Bernardston,-,1,1,916,423,"1,375"
Essex (pt.),Beverly,Beverly,1,1,6,"1,220",615,"1,869"
Essex (pt.),Beverly,Beverly,1,2,6,"1,402",662,"2,113"
Essex (pt.),Beverly,Beverly,2,1,6,"1,557",468,"2,074"
Essex (pt.),Beverly,Beverly,2,2,6,"1,615",457,"2,115"
Essex (pt.),Beverly,Beverly,3,1,6,"1,293",469,"1,812"
Essex (pt.),Beverly,Beverly,3,2,6,"1,209",605,"1,851"
Essex (pt.),Beverly,Beverly,4,1,6,897,386,"1,302"
Essex (pt.),Beverly,Beverly,4,2,6,"1,830",581,"2,449"
Essex (pt.),Beverly,Beverly,5,1,6,"1,380",729,"2,147"
Essex (pt.),Beverly,Beverly,5,2,6,"1,334",732,"2,112"
Essex (pt.),Beverly,Beverly,6,1,6,"1,584",643,"2,268"
Essex (pt.),Beverly,Beverly,6,2,6,"1,382",858,"2,280"
Middlesex (pt.),Billerica,Billerica,-,1,6,"1,350",880,"2,284"
Middlesex (pt.),Billerica,Billerica,-,2,6,"1,271",930,"2,245"
Middlesex (pt.),Billerica,Billerica,-,3,6,"1,199",993,"2,231"
Middlesex (pt.),Billerica,Billerica,-,4,6,"1,020",860,"1,907"
Middlesex (pt.),Billerica,Billerica,-,5,6,"1,226","1,110","2,377"
Middlesex (pt.),Billerica,Billerica,-,6,6,"1,263",958,"2,274"
Middlesex (pt.),Billerica,Billerica,-,7,6,"1,255",805,"2,098"
Middlesex (pt.),Billerica,Billerica,-,8,6,"1,303","1,035","2,380"
Middlesex (pt.),Billerica,Billerica,-,9,6,"1,137","1,048","2,217"
Middlesex (pt.),Billerica,Billerica,-,10,6,"1,169","1,103","2,322"
Middlesex (pt.),Billerica,Billerica,-,11,6,"1,135","1,009","2,197"
Worcester (pt.),Blackstone,Blackstone,-,1,2,777,767,"1,577"
Worcester (pt.),Blackstone,Blackstone,-,2,2,893,898,"1,835"
Worcester (pt.),Blackstone,Blackstone,-,3,2,780,895,"1,707"
Hampden (pt.),Blandford,Blandford,-,1,1,307,454,775
Worcester (pt.),Bolton,Bolton,-,1,3,"2,529","1,140","3,762"
Suffolk (pt.),Boston (pt.),Boston,1,1,7,939,206,"1,165"
Suffolk (pt.),Boston (pt.),Boston,1,2,7,668,156,837
Suffolk (pt.),Boston (pt.),Boston,1,3,7,"1,734",383,"2,149"
Suffolk (pt.),Boston (pt.),Boston,1,4,7,740,135,887
Suffolk (pt.),Boston (pt.),Boston,1,5,7,812,199,"1,034"
Suffolk (pt.),Boston (pt.),Boston,1,6,7,707,154,876
Suffolk (pt.),Boston (pt.),Boston,1,7,7,730,182,927
Suffolk (pt.),Boston (pt.),Boston,1,8,7,926,257,"1,200"
Suffolk (pt.),Boston (pt.),Boston,1,9,7,670,154,836
Suffolk (pt.),Boston (pt.),Boston,1,10,7,455,126,591
Suffolk (pt.),Boston (pt.),Boston,1,11,7,717,329,"1,062"
Suffolk (pt.),Boston (pt.),Boston,1,12,7,704,376,"1,093"
Suffolk (pt.),Boston (pt.),Boston,1,13,7,995,404,"1,416"
Suffolk (pt.),Boston (pt.),Boston,1,14,7,446,239,689
Suffolk (pt.),Boston (pt.),Boston,1,15,7,1,0,1
Suffolk (pt.),Boston (pt.),Boston,2,1,7,"1,314",396,"1,737"
Suffolk (pt.),Boston (pt.),Boston,2,2,7,"1,722",434,"2,181"
Suffolk (pt.),Boston (pt.),Boston,2,3,7,"1,054",212,"1,284"
Suffolk (pt.),Boston (pt.),Boston,2,4,7,949,234,"1,202"
Suffolk (pt.),Boston (pt.),Boston,2,5,7,"1,054",286,"1,362"
Suffolk (pt.),Boston (pt.),Boston,2,6,7,"1,224",398,"1,644"
Suffolk (pt.),Boston (pt.),Boston,2,7,7,"1,190",314,"1,534"
Suffolk (pt.),Boston (pt.),Boston,3,1,8,"1,784",587,"2,405"
Suffolk (pt.),Boston (pt.),Boston,3,2,8,931,290,"1,242"
Suffolk (pt.),Boston (pt.),Boston,3,3,8,"1,055",279,"1,354"
Suffolk (pt.),Boston (pt.),Boston,3,4,8,"1,208",356,"1,593"
Suffolk (pt.),Boston (pt.),Boston,3,5,8,"2,267",454,"2,762"
Suffolk (pt.),Boston (pt.),Boston,3,6,8,"2,718",634,"3,410"
Suffolk (pt.),Boston (pt.),Boston,3,7,7,"2,545",225,"2,802"
Suffolk (pt.),Boston (pt.),Boston,3,8,7,"3,506",614,"4,170"
Suffolk (pt.),Boston (pt.),Boston,4,1,7,"1,327",148,"1,500"
Suffolk (pt.),Boston (pt.),Boston,4,2,7,"1,954",319,"2,303"
Suffolk (pt.),Boston (pt.),Boston,4,3,7,952,85,"1,049"
Suffolk (pt.),Boston (pt.),Boston,4,4,7,"1,273",110,"1,411"
Suffolk (pt.),Boston (pt.),Boston,4,5,7,866,110,984
Suffolk (pt.),Boston (pt.),Boston,4,6,7,746,124,882
Suffolk (pt.),Boston (pt.),Boston,4,7,7,779,79,865
Suffolk (pt.),Boston (pt.),Boston,4,8,7,601,117,736
Suffolk (pt.),Boston (pt.),Boston,4,9,7,394,38,435
Suffolk (pt.),Boston (pt.),Boston,4,10,7,205,15,221
Suffolk (pt.),Boston (pt.),Boston,5,1,7,"2,633",372,"3,051"
Suffolk (pt.),Boston (pt.),Boston,5,2,7,972,92,"1,076"
Suffolk (pt.),Boston (pt.),Boston,5,3,8,"1,165",164,"1,355"
Suffolk (pt.),Boston (pt.),Boston,5,4,8,"1,447",175,"1,649"
Suffolk (pt.),Boston (pt.),Boston,5,5,8,455,77,533
Suffolk (pt.),Boston (pt.),Boston,5,6,7,"1,121",207,"1,363"
Suffolk (pt.),Boston (pt.),Boston,5,7,7,"1,401",246,"1,676"
Suffolk (pt.),Boston (pt.),Boston,5,8,7,"1,266",241,"1,535"
Suffolk (pt.),Boston (pt.),Boston,5,9,7,"1,722",282,"2,034"
Suffolk (pt.),Boston (pt.),Boston,5,10,7,956,161,"1,141"
Suffolk (pt.),Boston (pt.),Boston,5,11,8,778,114,904
Suffolk (pt.),Boston (pt.),Boston,5,2A,7,653,83,753
Suffolk (pt.),Boston (pt.),Boston,6,1,8,"4,057","1,016","5,164"
Suffolk (pt.),Boston (pt.),Boston,6,2,8,795,239,"1,059"
Suffolk (pt.),Boston (pt.),Boston,6,3,8,"1,177",378,"1,578"
Suffolk (pt.),Boston (pt.),Boston,6,4,8,"1,078",399,"1,504"
Suffolk (pt.),Boston (pt.),Boston,6,5,8,"1,121",388,"1,538"
Suffolk (pt.),Boston (pt.),Boston,6,6,8,820,411,"1,255"
Suffolk (pt.),Boston (pt.),Boston,6,7,8,948,430,"1,399"
Suffolk (pt.),Boston (pt.),Boston,6,8,8,823,419,"1,265"
Suffolk (pt.),Boston (pt.),Boston,6,9,8,751,471,"1,243"
Suffolk (pt.),Boston (pt.),Boston,7,1,8,731,383,"1,127"
Suffolk (pt.),Boston (pt.),Boston,7,2,8,981,460,"1,460"
Suffolk (pt.),Boston (pt.),Boston,7,3,8,"1,015",471,"1,507"
Suffolk (pt.),Boston (pt.),Boston,7,4,8,933,359,"1,314"
Suffolk (pt.),Boston (pt.),Boston,7,5,8,841,229,"1,091"
Suffolk (pt.),Boston (pt.),Boston,7,6,8,763,259,"1,043"
Suffolk (pt.),Boston (pt.),Boston,7,7,8,613,149,767
Suffolk (pt.),Boston (pt.),Boston,7,8,8,815,228,"1,063"
Suffolk (pt.),Boston (pt.),Boston,7,9,8,659,184,861
Suffolk (pt.),Boston (pt.),Boston,7,10,7,700,72,777
Suffolk (pt.),Boston (pt.),Boston,8,1,7,841,95,942
Suffolk (pt.),Boston (pt.),Boston,8,2,7,"1,436",148,"1,603"
Suffolk (pt.),Boston (pt.),Boston,8,3,7,676,64,749
Suffolk (pt.),Boston (pt.),Boston,8,4,7,416,36,458
Suffolk (pt.),Boston (pt.),Boston,8,5,7,784,79,872
Suffolk (pt.),Boston (pt.),Boston,8,6,7,300,35,341
Suffolk (pt.),Boston (pt.),Boston,8,7,7,603,38,650
Suffolk (pt.),Boston (pt.),Boston,9,1,7,"1,129",140,"1,283"
Suffolk (pt.),Boston (pt.),Boston,9,2,7,"1,516",120,"1,664"
Suffolk (pt.),Boston (pt.),Boston,9,3,7,"1,797",142,"1,953"
Suffolk (pt.),Boston (pt.),Boston,9,4,7,"1,133",107,"1,251"
Suffolk (pt.),Boston (pt.),Boston,9,5,7,"1,337",73,"1,422"
Suffolk (pt.),Boston (pt.),Boston,10,1,7,608,58,671
Suffolk (pt.),Boston (pt.),Boston,10,2,7,548,66,620
Suffolk (pt.),Boston (pt.),Boston,10,3,7,522,60,591
Suffolk (pt.),Boston (pt.),Boston,10,4,7,995,207,"1,217"
Suffolk (pt.),Boston (pt.),Boston,10,5,7,682,72,772
Suffolk (pt.),Boston (pt.),Boston,10,6,7,775,74,868
Suffolk (pt.),Boston (pt.),Boston,10,7,7,991,72,"1,069"
Suffolk (pt.),Boston (pt.),Boston,10,8,7,"1,303",106,"1,432"
Suffolk (pt.),Boston (pt.),Boston,10,9,7,"1,509",79,"1,616"
Suffolk (pt.),Boston (pt.),Boston,11,1,7,634,34,682
Suffolk (pt.),Boston (pt.),Boston,11,2,7,"1,021",59,"1,083"
Suffolk (pt.),Boston (pt.),Boston,11,3,7,787,58,856
Suffolk (pt.),Boston (pt.),Boston,11,4,7,"1,252",73,"1,350"
Suffolk (pt.),Boston (pt.),Boston,11,5,7,"1,078",95,"1,187"
Suffolk (pt.),Boston (pt.),Boston,11,6,7,907,45,973
Suffolk (pt.),Boston (pt.),Boston,11,7,7,"1,101",80,"1,196"
Suffolk (pt.),Boston (pt.),Boston,11,8,7,"1,536",78,"1,639"
Suffolk (pt.),Boston (pt.),Boston,11,9,8,797,48,863
Suffolk (pt.),Boston (pt.),Boston,11,10,8,"1,024",40,"1,080"
Suffolk (pt.),Boston (pt.),Boston,12,1,7,"1,037",61,"1,112"
Suffolk (pt.),Boston (pt.),Boston,12,2,7,"1,285",77,"1,373"
Suffolk (pt.),Boston (pt.),Boston,12,3,7,529,33,567
Suffolk (pt.),Boston (pt.),Boston,12,4,7,718,54,779
Suffolk (pt.),Boston (pt.),Boston,12,5,7,481,24,505
Suffolk (pt.),Boston (pt.),Boston,12,6,7,597,43,648
Suffolk (pt.),Boston (pt.),Boston,12,7,7,"1,300",97,"1,410"
Suffolk (pt.),Boston (pt.),Boston,12,8,7,503,32,538
Suffolk (pt.),Boston (pt.),Boston,12,9,7,655,37,697
Suffolk (pt.),Boston (pt.),Boston,13,1,7,839,67,913
Suffolk (pt.),Boston (pt.),Boston,13,2,7,346,33,383
Suffolk (pt.),Boston (pt.),Boston,13,3,8,761,126,905
Suffolk (pt.),Boston (pt.),Boston,13,4,7,616,56,677
Suffolk (pt.),Boston (pt.),Boston,13,5,7,595,51,658
Suffolk (pt.),Boston (pt.),Boston,13,6,7,807,108,929
Suffolk (pt.),Boston (pt.),Boston,13,7,8,820,268,"1,105"
Suffolk (pt.),Boston (pt.),Boston,13,8,7,732,219,965
Suffolk (pt.),Boston (pt.),Boston,13,9,7,843,206,"1,060"
Suffolk (pt.),Boston (pt.),Boston,13,10,8,"1,027",360,"1,415"
Suffolk (pt.),Boston (pt.),Boston,14,1,7,"1,361",109,"1,483"
Suffolk (pt.),Boston (pt.),Boston,14,2,7,"1,479",104,"1,591"
Suffolk (pt.),Boston (pt.),Boston,14,3,7,715,44,767
Suffolk (pt.),Boston (pt.),Boston,14,4,7,829,59,898
Suffolk (pt.),Boston (pt.),Boston,14,5,7,702,23,728
Suffolk (pt.),Boston (pt.),Boston,14,6,7,649,50,707
Suffolk (pt.),Boston (pt.),Boston,14,7,7,657,47,711
Suffolk (pt.),Boston (pt.),Boston,14,8,7,797,33,842
Suffolk (pt.),Boston (pt.),Boston,14,9,7,739,48,793
Suffolk (pt.),Boston (pt.),Boston,14,10,7,816,71,891
Suffolk (pt.),Boston (pt.),Boston,14,11,7,772,43,822
Suffolk (pt.),Boston (pt.),Boston,14,12,7,450,19,477
Suffolk (pt.),Boston (pt.),Boston,14,13,7,640,31,680
Suffolk (pt.),Boston (pt.),Boston,14,14,7,773,28,806
Suffolk (pt.),Boston (pt.),Boston,15,1,7,908,78,991
Suffolk (pt.),Boston (pt.),Boston,15,2,7,618,47,669
Suffolk (pt.),Boston (pt.),Boston,15,3,7,363,45,413
Suffolk (pt.),Boston (pt.),Boston,15,4,7,"1,029",205,"1,246"
Suffolk (pt.),Boston (pt.),Boston,15,5,7,754,76,839
Suffolk (pt.),Boston (pt.),Boston,15,6,7,315,221,543
Suffolk (pt.),Boston (pt.),Boston,15,7,7,615,57,679
Suffolk (pt.),Boston (pt.),Boston,15,8,7,482,171,659
Suffolk (pt.),Boston (pt.),Boston,15,9,7,499,153,662
Suffolk (pt.),Boston (pt.),Boston,16,1,7,556,218,781
Suffolk (pt.),Boston (pt.),Boston,16,2,8,479,213,708
Suffolk (pt.),Boston (pt.),Boston,16,3,7,800,211,"1,025"
Suffolk (pt.),Boston (pt.),Boston,16,4,7,752,200,960
Suffolk (pt.),Boston (pt.),Boston,16,5,8,788,255,"1,051"
Suffolk (pt.),Boston (pt.),Boston,16,6,7,"1,021",297,"1,338"
Suffolk (pt.),Boston (pt.),Boston,16,7,8,647,329,995
Suffolk (pt.),Boston (pt.),Boston,16,8,7,828,290,"1,139"
Suffolk (pt.),Boston (pt.),Boston,16,9,8,698,512,"1,229"
Suffolk (pt.),Boston (pt.),Boston,16,10,8,657,397,"1,075"
Suffolk (pt.),Boston (pt.),Boston,16,11,7,761,364,"1,140"
Suffolk (pt.),Boston (pt.),Boston,16,12,8,524,497,"1,033"
Suffolk (pt.),Boston (pt.),Boston,17,1,7,679,56,740
Suffolk (pt.),Boston (pt.),Boston,17,2,7,530,65,603
Suffolk (pt.),Boston (pt.),Boston,17,3,7,"1,172",91,"1,274"
Suffolk (pt.),Boston (pt.),Boston,17,4,7,"1,317",183,"1,516"
Suffolk (pt.),Boston (pt.),Boston,17,5,7,552,31,588
Suffolk (pt.),Boston (pt.),Boston,17,6,7,864,74,946
Suffolk (pt.),Boston (pt.),Boston,17,7,7,467,27,494
Suffolk (pt.),Boston (pt.),Boston,17,8,7,773,53,836
Suffolk (pt.),Boston (pt.),Boston,17,9,7,657,49,716
Suffolk (pt.),Boston (pt.),Boston,17,10,7,"1,002",63,"1,072"
Suffolk (pt.),Boston (pt.),Boston,17,11,7,416,22,447
Suffolk (pt.),Boston (pt.),Boston,17,12,7,676,54,734
Suffolk (pt.),Boston (pt.),Boston,17,13,7,826,187,"1,029"
Suffolk (pt.),Boston (pt.),Boston,17,14,7,853,127,994
Suffolk (pt.),Boston (pt.),Boston,18,1,7,"1,305",81,"1,394"
Suffolk (pt.),Boston (pt.),Boston,18,2,7,984,37,"1,029"
Suffolk (pt.),Boston (pt.),Boston,18,3,7,"1,119",35,"1,156"
Suffolk (pt.),Boston (pt.),Boston,18,4,7,"1,161",67,"1,235"
Suffolk (pt.),Boston (pt.),Boston,18,5,7,"1,203",57,"1,270"
Suffolk (pt.),Boston (pt.),Boston,18,6,7,"1,437",54,"1,501"
Suffolk (pt.),Boston (pt.),Boston,18,7,7,"1,029",136,"1,174"
Suffolk (pt.),Boston (pt.),Boston,18,8,7,"1,746",197,"1,955"
Suffolk (pt.),Boston (pt.),Boston,18,9,7,963,191,"1,167"
Suffolk (pt.),Boston (pt.),Boston,18,10,7,"1,517",244,"1,775"
Suffolk (pt.),Boston (pt.),Boston,18,11,7,865,108,981
Suffolk (pt.),Boston (pt.),Boston,18,12,7,987,194,"1,193"
Suffolk (pt.),Boston (pt.),Boston,18,13,7,621,86,710
Suffolk (pt.),Boston (pt.),Boston,18,14,7,671,83,768
Suffolk (pt.),Boston (pt.),Boston,18,15,7,"1,068",84,"1,158"
Suffolk (pt.),Boston (pt.),Boston,18,16,7,982,334,"1,334"
Suffolk (pt.),Boston (pt.),Boston,18,17,7,983,200,"1,198"
Suffolk (pt.),Boston (pt.),Boston,18,18,7,"1,233",242,"1,488"
Suffolk (pt.),Boston (pt.),Boston,18,19,7,"1,671",301,"1,988"
Suffolk (pt.),Boston (pt.),Boston,18,20,7,"1,158",437,"1,622"
Suffolk (pt.),Boston (pt.),Boston,18,21,7,"1,311",59,"1,380"
Suffolk (pt.),Boston (pt.),Boston,18,22,7,"1,031",330,"1,382"
Suffolk (pt.),Boston (pt.),Boston,18,23,7,885,112,"1,004"
Suffolk (pt.),Boston (pt.),Boston,19,1,8,"1,036",40,"1,098"
Suffolk (pt.),Boston (pt.),Boston,19,2,8,"1,095",216,"1,325"
