County,Town (Standard Name),Town (Results Name),Ward,Precinct,CD,Biden,Trump,Total
Bristol (pt.),Fall River (pt.),Fall River,1,B,9,600,518,"1,145"
Bristol (pt.),Fall River (pt.),Fall River,1,C,9,637,613,"1,273"
Bristol (pt.),Fall River (pt.),Fall River,2,A,9,518,388,926
Bristol (pt.),Fall River (pt.),Fall River,2,B,9,442,395,853
Bristol (pt.),Fall River (pt.),Fall River,2,C,9,522,455,"1,000"
Bristol (pt.),Fall River (pt.),Fall River,3,A,9,370,541,936
Bristol (pt.),Fall River (pt.),Fall River,3,B,9,656,525,"1,195"
Bristol (pt.),Fall River (pt.),Fall River,3,C,9,713,619,"1,351"
Bristol (pt.),Fall River (pt.),Fall River,4,A,9,535,348,897
Bristol (pt.),Fall River (pt.),Fall River,4,B,9,522,319,852
Bristol (pt.),Fall River (pt.),Fall River,4,C,4,562,313,897
Bristol (pt.),Fall River (pt.),Fall River,5,A,9,396,285,698
Bristol (pt.),Fall River (pt.),Fall River,5,B,9,345,197,559
Bristol (pt.),Fall River (pt.),Fall River,5,B1,4,67,55,124
Bristol (pt.),Fall River (pt.),Fall River,5,C,4,482,341,833
Bristol (pt.),Fall River (pt.),Fall River,6,A,9,685,691,"1,400"
Bristol (pt.),Fall River (pt.),Fall River,6,B,9,531,394,939
Bristol (pt.),Fall River (pt.),Fall River,6,C,9,652,502,"1,169"
Bristol (pt.),Fall River (pt.),Fall River,6,C1,4,18,11,30
Bristol (pt.),Fall River (pt.),Fall River,7,A,4,696,515,"1,232"
Bristol (pt.),Fall River (pt.),Fall River,7,B,4,598,367,983
Bristol (pt.),Fall River (pt.),Fall River,7,C,4,748,450,"1,217"
Bristol (pt.),Fall River (pt.),Fall River,8,A,4,636,444,"1,091"
Bristol (pt.),Fall River (pt.),Fall River,8,B,4,914,645,"1,579"
Bristol (pt.),Fall River (pt.),Fall River,8,C,4,948,779,"1,759"
Bristol (pt.),Fall River (pt.),Fall River,9,A,4,"1,158",918,"2,098"
Bristol (pt.),Fall River (pt.),Fall River,9,B,4,757,567,"1,349"
Bristol (pt.),Fall River (pt.),Fall River,9,C,4,986,613,"1,625"
Barnstable,Falmouth,Falmouth,-,1,9,"2,096",522,"2,651"
Barnstable,Falmouth,Falmouth,-,2,9,"1,648",684,"2,364"
Barnstable,Falmouth,Falmouth,-,3,9,"1,460",824,"2,316"
Barnstable,Falmouth,Falmouth,-,4,9,"1,483",961,"2,488"
Barnstable,Falmouth,Falmouth,-,5,9,"1,752",852,"2,657"
Barnstable,Falmouth,Falmouth,-,6,9,"1,653",808,"2,491"
Barnstable,Falmouth,Falmouth,-,7,9,"1,368",922,"2,322"
Barnstable,Falmouth,Falmouth,-,8,9,"1,346",930,"2,327"
Barnstable,Falmouth,Falmouth,-,9,9,"1,328",816,"2,178"
Worcester (pt.),Fitchburg,Fitchburg,1,A,3,703,384,"1,109"
Worcester (pt.),Fitchburg,Fitchburg,1,B,3,845,450,"1,326"
Worcester (pt.),Fitchburg,Fitchburg,2,A,3,693,338,"1,057"
Worcester (pt.),Fitchburg,Fitchburg,2,B,3,869,636,"1,541"
Worcester (pt.),Fitchburg,Fitchburg,3,A,3,"1,147",855,"2,044"
Worcester (pt.),Fitchburg,Fitchburg,3,B,3,952,629,"1,637"
Worcester (pt.),Fitchburg,Fitchburg,4,A,3,405,272,691
Worcester (pt.),Fitchburg,Fitchburg,4,B,3,782,351,"1,157"
Worcester (pt.),Fitchburg,Fitchburg,5,A,3,"1,106",883,"2,034"
Worcester (pt.),Fitchburg,Fitchburg,5,B,3,570,285,882
Worcester (pt.),Fitchburg,Fitchburg,6,A,3,"1,044",725,"1,796"
Worcester (pt.),Fitchburg,Fitchburg,6,B,3,781,378,"1,190"
Berkshire,Florida,Florida,-,1,1,209,203,418
Norfolk (pt.),Foxborough,Foxborough,-,1,4,"1,213",738,"2,002"
Norfolk (pt.),Foxborough,Foxborough,-,2,4,"1,415",909,"2,361"
Norfolk (pt.),Foxborough,Foxborough,-,3,4,"1,350",936,"2,332"
Norfolk (pt.),Foxborough,Foxborough,-,4,4,"1,410",918,"2,360"
Norfolk (pt.),Foxborough,Foxborough,-,5,4,"1,352",856,"2,248"
Middlesex (pt.),Framingham,Framingham,-,1,5,"1,793",668,"2,497"
Middlesex (pt.),Framingham,Framingham,-,2,5,"2,170",720,"2,957"
Middlesex (pt.),Framingham,Framingham,-,3,5,"1,588",503,"2,127"
Middlesex (pt.),Framingham,Framingham,-,4,5,"1,882",572,"2,489"
Middlesex (pt.),Framingham,Framingham,-,5,5,"1,684",623,"2,352"
Middlesex (pt.),Framingham,Framingham,-,6,5,"1,656",614,"2,314"
Middlesex (pt.),Framingham,Framingham,-,7,5,"1,619",525,"2,179"
Middlesex (pt.),Framingham,Framingham,-,8,5,"1,594",471,"2,097"
Middlesex (pt.),Framingham,Framingham,-,9,5,"1,153",385,"1,565"
Middlesex (pt.),Framingham,Framingham,-,10,5,999,270,"1,291"
Middlesex (pt.),Framingham,Framingham,-,11,5,"1,859",608,"2,515"
Middlesex (pt.),Framingham,Framingham,-,12,5,849,279,"1,140"
Middlesex (pt.),Framingham,Framingham,-,13,5,"1,131",368,"1,527"
Middlesex (pt.),Framingham,Framingham,-,14,5,857,240,"1,123"
Middlesex (pt.),Framingham,Framingham,-,15,5,918,292,"1,227"
Middlesex (pt.),Framingham,Framingham,-,16,5,517,171,695
Middlesex (pt.),Framingham,Framingham,-,17,5,567,131,704
Middlesex (pt.),Framingham,Framingham,-,18,5,786,272,"1,076"
Norfolk (pt.),Franklin,Franklin,-,1,4,"1,372",824,"2,237"
Norfolk (pt.),Franklin,Franklin,-,2,4,"1,571",919,"2,549"
Norfolk (pt.),Franklin,Franklin,-,3,4,"1,451",926,"2,438"
Norfolk (pt.),Franklin,Franklin,-,4,4,"1,660","1,062","2,787"
Norfolk (pt.),Franklin,Franklin,-,5,4,"1,792",960,"2,807"
Norfolk (pt.),Franklin,Franklin,-,6,4,"1,416",717,"2,186"
Norfolk (pt.),Franklin,Franklin,-,7,4,"1,727",881,"2,663"
Norfolk (pt.),Franklin,Franklin,-,8,4,"1,486","1,056","2,592"
Bristol (pt.),Freetown,Freetown,-,1,4,841,943,"1,818"
Bristol (pt.),Freetown,Freetown,-,2,4,825,992,"1,841"
Bristol (pt.),Freetown,Freetown,-,3,4,817,971,"1,826"
Worcester (pt.),Gardner,Gardner,1,A,3,679,454,"1,160"
Worcester (pt.),Gardner,Gardner,1,B,3,233,249,489
Worcester (pt.),Gardner,Gardner,2,A,3,572,426,"1,027"
Worcester (pt.),Gardner,Gardner,2,B,3,610,549,"1,197"
Worcester (pt.),Gardner,Gardner,3,A,3,476,363,868
Worcester (pt.),Gardner,Gardner,3,B,3,606,416,"1,047"
Worcester (pt.),Gardner,Gardner,4,A,3,581,341,954
Worcester (pt.),Gardner,Gardner,4,B,3,369,298,698
Worcester (pt.),Gardner,Gardner,5,A,3,480,350,856
Worcester (pt.),Gardner,Gardner,5,B,3,607,493,"1,127"
Essex (pt.),Georgetown,Georgetown,-,1,6,"1,100",948,"2,084"
Essex (pt.),Georgetown,Georgetown,-,2,6,983,760,"1,778"
Essex (pt.),Georgetown,Georgetown,-,3,6,968,680,"1,683"
Franklin (pt.),Gill,Gill,-,1,2,679,279,981
Essex (pt.),Gloucester,Gloucester,1,1,6,"1,453",556,"2,032"
Essex (pt.),Gloucester,Gloucester,1,2,6,"1,187",536,"1,757"
Essex (pt.),Gloucester,Gloucester,2,1,6,939,456,"1,436"
Essex (pt.),Gloucester,Gloucester,2,2,6,903,410,"1,334"
Essex (pt.),Gloucester,Gloucester,3,1,6,"1,007",500,"1,526"
Essex (pt.),Gloucester,Gloucester,3,2,6,"1,021",526,"1,567"
Essex (pt.),Gloucester,Gloucester,4,1,6,"1,156",649,"1,838"
Essex (pt.),Gloucester,Gloucester,4,2,6,"1,645",513,"2,202"
Essex (pt.),Gloucester,Gloucester,5,1,6,"1,456",688,"2,172"
Essex (pt.),Gloucester,Gloucester,5,2,6,"1,371",761,"2,174"
Hampshire (pt.),Goshen,Goshen,-,1,1,418,231,669
Dukes,Gosnold,Gosnold,-,1,9,56,22,81
Worcester (pt.),Grafton,Grafton,-,1,2,"1,340",791,"2,202"
Worcester (pt.),Grafton,Grafton,-,2,2,"1,463",809,"2,313"
Worcester (pt.),Grafton,Grafton,-,3,2,"1,509",819,"2,377"
Worcester (pt.),Grafton,Grafton,-,4,2,"1,269",797,"2,104"
Worcester (pt.),Grafton,Grafton,-,5,2,"1,558",795,"2,400"
Hampshire (pt.),Granby,Granby,-,1,1,"1,149",859,"2,052"
Hampshire (pt.),Granby,Granby,-,2,1,906,956,"1,896"
Hampden (pt.),Granville,Granville,-,1,1,402,565,990
Berkshire,Great Barrington,Great Barrington,-,A,1,900,172,"1,093"
Berkshire,Great Barrington,Great Barrington,-,B,1,861,203,"1,087"
Berkshire,Great Barrington,Great Barrington,-,C,1,702,91,806
Berkshire,Great Barrington,Great Barrington,-,D,1,905,188,"1,108"
Franklin (pt.),Greenfield,Greenfield,-,1,2,728,322,"1,077"
Franklin (pt.),Greenfield,Greenfield,-,2,2,896,327,"1,251"
Franklin (pt.),Greenfield,Greenfield,-,3,2,801,293,"1,112"
Franklin (pt.),Greenfield,Greenfield,-,4,2,870,296,"1,189"
Franklin (pt.),Greenfield,Greenfield,-,5,2,841,195,"1,058"
Franklin (pt.),Greenfield,Greenfield,-,6,2,879,186,"1,100"
Franklin (pt.),Greenfield,Greenfield,-,7,2,615,236,871
Franklin (pt.),Greenfield,Greenfield,-,8,2,701,185,911
Franklin (pt.),Greenfield,Greenfield,-,9,2,552,225,798
Middlesex (pt.),Groton,Groton,-,1,3,"1,735",709,"2,496"
Middlesex (pt.),Groton,Groton,-,2,3,"1,561",788,"2,410"
Middlesex (pt.),Groton,Groton,-,3,3,"1,645",652,"2,338"
Essex (pt.),Groveland,Groveland,-,1,6,"1,230",954,"2,243"
Essex (pt.),Groveland,Groveland,-,2,6,"1,191","1,022","2,268"
Hampshire (pt.),Hadley,Hadley,-,1,2,"2,476",925,"3,477"
Plymouth (pt.),Halifax,Halifax,-,1,9,"1,166","1,305","2,526"
Plymouth (pt.),Halifax,Halifax,-,2,9,"1,188","1,093","2,331"
Essex (pt.),Hamilton,Hamilton,-,1,6,"1,228",578,"1,845"
Essex (pt.),Hamilton,Hamilton,-,2,6,"1,198",544,"1,789"
Essex (pt.),Hamilton,Hamilton,-,3,6,938,336,"1,311"
Hampden (pt.),Hampden,Hampden,-,1,1,"1,539","1,713","3,326"
Berkshire,Hancock,Hancock,-,1,1,257,207,476
Plymouth (pt.),Hanover,Hanover,-,1,9,"1,220","1,185","2,472"
Plymouth (pt.),Hanover,Hanover,-,2,9,"1,267","1,154","2,460"
Plymouth (pt.),Hanover,Hanover,-,3,9,"1,203","1,038","2,273"
Plymouth (pt.),Hanover,Hanover,-,4,9,"1,220","1,130","2,393"
Plymouth (pt.),Hanson,Hanson,-,1,9,"1,098","1,123","2,274"
Plymouth (pt.),Hanson,Hanson,-,2,9,"1,125","1,095","2,279"
Plymouth (pt.),Hanson,Hanson,-,3,9,"1,021","1,096","2,164"
Worcester (pt.),Hardwick,Hardwick,-,1,2,749,733,"1,521"
Worcester (pt.),Harvard,Harvard,-,1,3,"3,074",954,"4,117"
Barnstable,Harwich,Harwich,-,1,9,"1,540",866,"2,447"
Barnstable,Harwich,Harwich,-,2,9,"1,461",860,"2,363"
Barnstable,Harwich,Harwich,-,3,9,"1,476",864,"2,397"
Barnstable,Harwich,Harwich,-,4,9,"1,356",775,"2,187"
Hampshire (pt.),Hatfield,Hatfield,-,1,2,"1,578",686,"2,302"
Essex (pt.),Haverhill,Haverhill,1,1,3,619,343,981
Essex (pt.),Haverhill,Haverhill,1,2,3,"1,043",446,"1,515"
Essex (pt.),Haverhill,Haverhill,1,3,3,828,472,"1,328"
Essex (pt.),Haverhill,Haverhill,2,1,3,834,479,"1,347"
Essex (pt.),Haverhill,Haverhill,2,2,3,877,662,"1,568"
Essex (pt.),Haverhill,Haverhill,2,3,3,611,291,925
Essex (pt.),Haverhill,Haverhill,3,1,3,626,225,877
Essex (pt.),Haverhill,Haverhill,3,2,3,795,354,"1,175"
Essex (pt.),Haverhill,Haverhill,3,3,3,798,411,"1,228"
Essex (pt.),Haverhill,Haverhill,4,1,3,956,696,"1,688"
Essex (pt.),Haverhill,Haverhill,4,2,3,"1,016",877,"1,921"
Essex (pt.),Haverhill,Haverhill,4,3,3,"1,016",728,"1,785"
Essex (pt.),Haverhill,Haverhill,5,1,3,"1,009",676,"1,714"
Essex (pt.),Haverhill,Haverhill,5,2,3,994,823,"1,847"
Essex (pt.),Haverhill,Haverhill,5,3,3,987,"1,024","2,043"
Essex (pt.),Haverhill,Haverhill,6,1,3,908,633,"1,576"
Essex (pt.),Haverhill,Haverhill,6,2,3,915,646,"1,598"
Essex (pt.),Haverhill,Haverhill,6,3,3,"1,067",715,"1,808"
Essex (pt.),Haverhill,Haverhill,7,1,3,"1,116",628,"1,787"
Essex (pt.),Haverhill,Haverhill,7,2,3,906,608,"1,538"
Essex (pt.),Haverhill,Haverhill,7,3,3,"1,099",834,"1,983"
Franklin (pt.),Hawley,Hawley,-,1,1,155,70,231
Franklin (pt.),Heath,Heath,-,1,1,294,158,466
Plymouth (pt.),Hingham,Hingham,-,1,8,"1,875",794,"2,707"
Plymouth (pt.),Hingham,Hingham,-,2,8,"1,900",845,"2,795"
Plymouth (pt.),Hingham,Hingham,-,3,8,"1,873",811,"2,727"
Plymouth (pt.),Hingham,Hingham,-,4,8,"1,683",734,"2,457"
Plymouth (pt.),Hingham,Hingham,-,5,8,"1,090",716,"1,838"
Plymouth (pt.),Hingham,Hingham,-,6,8,"1,573",830,"2,443"
Plymouth (pt.),Hingham,Hingham,-,5A,8,861,256,"1,125"
Berkshire,Hinsdale,Hinsdale,-,1,1,771,402,"1,206"
Norfolk (pt.),Holbrook,Holbrook,-,1,8,989,531,"1,537"
Norfolk (pt.),Holbrook,Holbrook,-,2,8,894,686,"1,616"
Norfolk (pt.),Holbrook,Holbrook,-,3,8,928,592,"1,548"
Norfolk (pt.),Holbrook,Holbrook,-,4,8,899,572,"1,492"
Worcester (pt.),Holden,Holden,-,1,2,"1,362","1,004","2,426"
Worcester (pt.),Holden,Holden,-,2,2,"1,473","1,017","2,540"
Worcester (pt.),Holden,Holden,-,3,2,"1,351",835,"2,244"
Worcester (pt.),Holden,Holden,-,4,2,"1,665","1,095","2,810"
Worcester (pt.),Holden,Holden,-,5,2,"1,474","1,045","2,566"
Hampden (pt.),Holland,Holland,-,1,1,698,793,"1,536"
Middlesex (pt.),Holliston,Holliston,-,1,5,"1,765",740,"2,560"
Middlesex (pt.),Holliston,Holliston,-,2,5,"1,739",608,"2,398"
Middlesex (pt.),Holliston,Holliston,-,3,5,"1,761",612,"2,424"
Middlesex (pt.),Holliston,Holliston,-,4,5,"1,506",619,"2,174"
Hampden (pt.),Holyoke,Holyoke,1,A,1,448,190,642
Hampden (pt.),Holyoke,Holyoke,1,B,1,583,193,792
Hampden (pt.),Holyoke,Holyoke,2,A,1,547,211,768
Hampden (pt.),Holyoke,Holyoke,2,B,1,493,188,693
Hampden (pt.),Holyoke,Holyoke,3,A,1,857,334,"1,223"
Hampden (pt.),Holyoke,Holyoke,3,B,1,948,489,"1,467"
Hampden (pt.),Holyoke,Holyoke,4,A,1,481,159,653
Hampden (pt.),Holyoke,Holyoke,4,B,1,754,247,"1,023"
Hampden (pt.),Holyoke,Holyoke,5,A,1,"1,120",783,"1,939"
Hampden (pt.),Holyoke,Holyoke,5,B,1,807,485,"1,310"
Hampden (pt.),Holyoke,Holyoke,6,A,1,786,268,"1,080"
Hampden (pt.),Holyoke,Holyoke,6,B,1,949,373,"1,346"
Hampden (pt.),Holyoke,Holyoke,7,A,1,"1,235",559,"1,817"
Hampden (pt.),Holyoke,Holyoke,7,B,1,"1,144",364,"1,539"
Worcester (pt.),Hopedale,Hopedale,-,1,4,"2,285","1,385","3,754"
Middlesex (pt.),Hopkinton,Hopkinton,-,1,4,"2,032",774,"2,859"
Middlesex (pt.),Hopkinton,Hopkinton,-,2,4,"1,729",775,"2,544"
Middlesex (pt.),Hopkinton,Hopkinton,-,3,4,"1,586",745,"2,372"
Middlesex (pt.),Hopkinton,Hopkinton,-,4,4,"1,700",687,"2,439"
Worcester (pt.),Hubbardston,Hubbardston,-,1,2,"1,390","1,442","2,916"
Middlesex (pt.),Hudson,Hudson,-,1,3,"1,130",570,"1,736"
Middlesex (pt.),Hudson,Hudson,-,2,3,931,447,"1,420"
Middlesex (pt.),Hudson,Hudson,-,3,3,"1,021",707,"1,768"
Middlesex (pt.),Hudson,Hudson,-,4,3,"1,144",612,"1,808"
Middlesex (pt.),Hudson,Hudson,-,5,3,"1,429",637,"2,110"
Middlesex (pt.),Hudson,Hudson,-,6,3,848,454,"1,326"
Middlesex (pt.),Hudson,Hudson,-,7,3,911,425,"1,365"
Plymouth (pt.),Hull,Hull,-,1,8,"1,617",713,"2,364"
Plymouth (pt.),Hull,Hull,-,2,8,"1,306",811,"2,153"
Plymouth (pt.),Hull,Hull,-,3,8,"1,584",909,"2,533"
Hampshire (pt.),Huntington,Huntington,-,1,1,585,593,"1,215"
Essex (pt.),Ipswich,Ipswich,-,1,6,"1,645",607,"2,292"
Essex (pt.),Ipswich,Ipswich,-,2,6,"1,690",790,"2,530"
Essex (pt.),Ipswich,Ipswich,-,3,6,"1,369",891,"2,314"
Essex (pt.),Ipswich,Ipswich,-,4,6,"1,569",821,"2,438"
Plymouth (pt.),Kingston,Kingston,-,1,9,"1,142",809,"1,989"
Plymouth (pt.),Kingston,Kingston,-,2,9,"1,174","1,083","2,301"
Plymouth (pt.),Kingston,Kingston,-,3,9,"1,193","1,063","2,322"
Plymouth (pt.),Kingston,Kingston,-,4,9,"1,013",820,"1,880"
Plymouth (pt.),Lakeville,Lakeville,-,1,4,"1,019","1,204","2,269"
Plymouth (pt.),Lakeville,Lakeville,-,2,4,"1,018","1,255","2,345"
Plymouth (pt.),Lakeville,Lakeville,-,3,4,"1,299","1,319","2,678"
Worcester (pt.),Lancaster,Lancaster,-,1,3,"1,154",865,"2,078"
Worcester (pt.),Lancaster,Lancaster,-,2,3,"1,304",897,"2,251"
Berkshire,Lanesborough,Lanesborough,-,1,1,"1,237",604,"1,881"
Essex (pt.),Lawrence,Lawrence,A,1,3,746,261,"1,020"
Essex (pt.),Lawrence,Lawrence,A,2,3,571,163,745
Essex (pt.),Lawrence,Lawrence,A,3,3,667,297,982
Essex (pt.),Lawrence,Lawrence,A,4,3,804,253,"1,067"
Essex (pt.),Lawrence,Lawrence,B,1,3,748,176,937
Essex (pt.),Lawrence,Lawrence,B,2,3,543,126,685
Essex (pt.),Lawrence,Lawrence,B,3,3,647,177,834
Essex (pt.),Lawrence,Lawrence,B,4,3,683,195,894
Essex (pt.),Lawrence,Lawrence,C,1,3,586,183,778
Essex (pt.),Lawrence,Lawrence,C,2,3,863,307,"1,189"
Essex (pt.),Lawrence,Lawrence,C,3,3,603,158,770
Essex (pt.),Lawrence,Lawrence,C,4,3,689,187,887
Essex (pt.),Lawrence,Lawrence,D,1,3,755,258,"1,023"
Essex (pt.),Lawrence,Lawrence,D,2,3,593,161,762
Essex (pt.),Lawrence,Lawrence,D,3,3,492,151,646
Essex (pt.),Lawrence,Lawrence,D,4,3,627,180,816
Essex (pt.),Lawrence,Lawrence,E,1,3,937,523,"1,475"
Essex (pt.),Lawrence,Lawrence,E,2,3,958,479,"1,460"
Essex (pt.),Lawrence,Lawrence,E,3,3,629,287,928
Essex (pt.),Lawrence,Lawrence,E,4,3,742,275,"1,028"
Essex (pt.),Lawrence,Lawrence,F,1,3,939,390,"1,363"
Essex (pt.),Lawrence,Lawrence,F,2,3,651,144,805
Essex (pt.),Lawrence,Lawrence,F,3,3,825,232,"1,072"
Essex (pt.),Lawrence,Lawrence,F,4,3,725,240,979
Berkshire,Lee,Lee,-,1,1,"2,415",985,"3,474"
Worcester (pt.),Leicester,Leicester,-,1,2,767,856,"1,664"
Worcester (pt.),Leicester,Leicester,-,2,2,794,752,"1,577"
Worcester (pt.),Leicester,Leicester,-,3,2,750,795,"1,577"
Worcester (pt.),Leicester,Leicester,-,4,2,790,743,"1,571"
Berkshire,Lenox,Lenox,-,1,1,"2,701",602,"3,350"
Worcester (pt.),Leominster,Leominster,1,A,2,982,712,"1,737"
Worcester (pt.),Leominster,Leominster,1,B,2,980,613,"1,640"
Worcester (pt.),Leominster,Leominster,1,C,2,801,493,"1,329"
Worcester (pt.),Leominster,Leominster,2,A,2,680,376,"1,090"
Worcester (pt.),Leominster,Leominster,2,B,2,742,559,"1,340"
Worcester (pt.),Leominster,Leominster,2,C,2,458,355,832
Worcester (pt.),Leominster,Leominster,3,A,2,653,444,"1,121"
Worcester (pt.),Leominster,Leominster,3,B,2,"1,064",672,"1,764"
Worcester (pt.),Leominster,Leominster,3,C,2,"1,034",836,"1,906"
Worcester (pt.),Leominster,Leominster,4,A,2,931,775,"1,737"
Worcester (pt.),Leominster,Leominster,4,B,2,896,742,"1,692"
Worcester (pt.),Leominster,Leominster,4,C,2,746,493,"1,271"
Worcester (pt.),Leominster,Leominster,5,A,2,772,515,"1,322"
Worcester (pt.),Leominster,Leominster,5,B,2,927,597,"1,557"
Worcester (pt.),Leominster,Leominster,5,C,2,678,410,"1,113"
Franklin (pt.),Leverett,Leverett,-,1,2,"1,193",163,"1,380"
Middlesex (pt.),Lexington,Lexington,-,1,5,"1,568",340,"1,935"
Middlesex (pt.),Lexington,Lexington,-,2,5,"2,021",307,"2,370"
Middlesex (pt.),Lexington,Lexington,-,3,5,"1,666",304,"1,991"
Middlesex (pt.),Lexington,Lexington,-,4,5,"1,895",355,"2,283"
Middlesex (pt.),Lexington,Lexington,-,5,5,"1,911",471,"2,408"
Middlesex (pt.),Lexington,Lexington,-,6,5,"1,852",376,"2,256"
Middlesex (pt.),Lexington,Lexington,-,7,5,"1,792",440,"2,264"
Middlesex (pt.),Lexington,Lexington,-,8,5,"1,754",365,"2,156"
Middlesex (pt.),Lexington,Lexington,-,9,5,"1,849",379,"2,272"
Franklin (pt.),Leyden,Leyden,-,1,1,330,155,500
Middlesex (pt.),Lincoln,Lincoln,-,1,5,"2,139",354,"2,540"
Middlesex (pt.),Lincoln,Lincoln,-,2,5,"1,354",329,"1,708"
Middlesex (pt.),Littleton,Littleton,-,1,3,"1,588",752,"2,406"
Middlesex (pt.),Littleton,Littleton,-,2,3,"1,453",673,"2,171"
Middlesex (pt.),Littleton,Littleton,-,3,3,"1,438",555,"2,057"
Hampden (pt.),Longmeadow,Longmeadow,-,A,1,"1,425",649,"2,105"
Hampden (pt.),Longmeadow,Longmeadow,-,B,1,"1,263",604,"1,902"
Hampden (pt.),Longmeadow,Longmeadow,-,C,1,"1,378",794,"2,220"
Hampden (pt.),Longmeadow,Longmeadow,-,D,1,"1,241",730,"2,003"
Hampden (pt.),Longmeadow,Longmeadow,-,E,1,"1,372",716,"2,117"
Middlesex (pt.),Lowell,Lowell,1,1,3,718,253,988
Middlesex (pt.),Lowell,Lowell,1,2,3,"1,264",827,"2,118"
Middlesex (pt.),Lowell,Lowell,1,3,3,"1,161",630,"1,827"
Middlesex (pt.),Lowell,Lowell,2,1,3,385,85,481
Middlesex (pt.),Lowell,Lowell,2,2,3,697,210,923
Middlesex (pt.),Lowell,Lowell,2,3,3,"1,336",221,"1,605"
Middlesex (pt.),Lowell,Lowell,3,1,3,748,338,"1,102"
Middlesex (pt.),Lowell,Lowell,3,2,3,626,274,924
Middlesex (pt.),Lowell,Lowell,3,3,3,634,283,941
Middlesex (pt.),Lowell,Lowell,4,1,3,803,394,"1,213"
Middlesex (pt.),Lowell,Lowell,4,2,3,525,214,745
Middlesex (pt.),Lowell,Lowell,4,3,3,661,259,934
Middlesex (pt.),Lowell,Lowell,5,1,3,706,350,"1,091"
Middlesex (pt.),Lowell,Lowell,5,2,3,596,288,893
Middlesex (pt.),Lowell,Lowell,5,3,3,719,502,"1,249"
Middlesex (pt.),Lowell,Lowell,6,1,3,952,596,"1,573"
Middlesex (pt.),Lowell,Lowell,6,2,3,"1,029",581,"1,646"
Middlesex (pt.),Lowell,Lowell,6,3,3,888,582,"1,487"
Middlesex (pt.),Lowell,Lowell,7,1,3,573,221,806
Middlesex (pt.),Lowell,Lowell,7,2,3,717,230,963
Middlesex (pt.),Lowell,Lowell,7,3,3,413,242,662
Middlesex (pt.),Lowell,Lowell,8,1,3,792,313,"1,126"
Middlesex (pt.),Lowell,Lowell,8,2,3,847,484,"1,346"
Middlesex (pt.),Lowell,Lowell,8,3,3,"1,113",621,"1,757"
Middlesex (pt.),Lowell,Lowell,9,1,3,734,370,"1,120"
Middlesex (pt.),Lowell,Lowell,9,2,3,900,464,"1,395"
Middlesex (pt.),Lowell,Lowell,9,3,3,797,405,"1,233"
Middlesex (pt.),Lowell,Lowell,10,1,3,708,349,"1,071"
Middlesex (pt.),Lowell,Lowell,10,2,3,570,201,786
Middlesex (pt.),Lowell,Lowell,10,3,3,442,183,635
Middlesex (pt.),Lowell,Lowell,11,1,3,819,425,"1,266"
Middlesex (pt.),Lowell,Lowell,11,2,3,823,547,"1,401"
Middlesex (pt.),Lowell,Lowell,11,3,3,848,404,"1,278"
Hampden (pt.),Ludlow,Ludlow,-,1,1,968,996,"2,003"
Hampden (pt.),Ludlow,Ludlow,-,2,1,776,648,"1,444"
Hampden (pt.),Ludlow,Ludlow,-,3,1,942,"1,276","2,249"
Hampden (pt.),Ludlow,Ludlow,-,4,1,945,908,"1,888"
Hampden (pt.),Ludlow,Ludlow,-,5,1,717,746,"1,493"
Hampden (pt.),Ludlow,Ludlow,-,6,1,"1,119","1,121","2,269"
Worcester (pt.),Lunenburg,Lunenburg,-,A,3,"1,014",735,"1,800"
Worcester (pt.),Lunenburg,Lunenburg,-,B,3,955,670,"1,666"
Worcester (pt.),Lunenburg,Lunenburg,-,C,3,"1,078",857,"1,974"
Worcester (pt.),Lunenburg,Lunenburg,-,D,3,980,674,"1,708"
Essex (pt.),Lynn,Lynn,1,1,6,"1,060",853,"1,934"
Essex (pt.),Lynn,Lynn,1,2,6,"1,238",807,"2,094"
Essex (pt.),Lynn,Lynn,1,3,6,"1,116",612,"1,749"
Essex (pt.),Lynn,Lynn,1,4,6,"1,150",494,"1,679"
Essex (pt.),Lynn,Lynn,2,1,6,"1,225",725,"1,978"
Essex (pt.),Lynn,Lynn,2,2,6,902,300,"1,217"
Essex (pt.),Lynn,Lynn,2,3,6,726,184,919
Essex (pt.),Lynn,Lynn,2,4,6,648,193,856
Essex (pt.),Lynn,Lynn,3,1,6,"1,001",479,"1,507"
Essex (pt.),Lynn,Lynn,3,2,6,910,316,"1,242"
Essex (pt.),Lynn,Lynn,3,3,6,910,354,"1,293"
Essex (pt.),Lynn,Lynn,3,4,6,"1,107",333,"1,464"
Essex (pt.),Lynn,Lynn,4,1,6,532,132,676
Essex (pt.),Lynn,Lynn,4,2,6,602,177,790
Essex (pt.),Lynn,Lynn,4,3,6,777,288,"1,085"
Essex (pt.),Lynn,Lynn,4,4,6,"1,058",349,"1,432"
Essex (pt.),Lynn,Lynn,5,1,6,958,368,"1,351"
Essex (pt.),Lynn,Lynn,5,2,6,541,152,703
Essex (pt.),Lynn,Lynn,5,3,6,581,169,751
Essex (pt.),Lynn,Lynn,5,4,6,"1,028",416,"1,460"
Essex (pt.),Lynn,Lynn,6,1,6,707,225,952
Essex (pt.),Lynn,Lynn,6,2,6,503,190,707
Essex (pt.),Lynn,Lynn,6,3,6,710,293,"1,013"
